輯別	書名	文章題名	作品描述(或後記)內容	推定日期	推斷來源	總字數	檔案名稱
第三輯 文集類	教育．文化．文學	給中華佛學研究所的同學與理事	聖嚴　一九八七年十一月十日於紐約	#NAME?	作品陳述所載日期	3,469	03-03-020.txt
第三輯 文集類	教育．文化．文學	興辦教育復興佛教	（一九八八年四月六日講於中華佛學研究所常務理事會）	#NAME?	作品陳述所載日期	2,515	03-03-021.txt
第三輯 文集類	教育．文化．文學	我們不辦教育，佛教就沒有明天	（刊於一九八八年九月十五日《人生》六十一期）	#NAME?	作品陳述所載日期	2,335	03-03-022.txt
第三輯 文集類	教育．文化．文學	佛教需要優秀的人才．優秀人才需要好的教育	（講於一九八八年九月十七日中華佛學研究所年會）	#NAME?	作品陳述所載日期	1,700	03-03-023.txt
第三輯 文集類	教育．文化．文學	感恩無限  ——為中華佛學研究所籌募基金	（刊於一九八八年三月十五日《人生》五十五期）	#NAME?	作品陳述所載日期	2,331	03-03-024.txt
第三輯 文集類	教育．文化．文學	佛教明日的希望  ——聖嚴法師談佛教教育及中華佛學研究所 《文殊》雜誌編輯部	（刊於一九八九年三月十五日《人生》六十七期）	#NAME?	作品陳述所載日期	3,401	03-03-025.txt
第三輯 文集類	教育．文化．文學	請為佛教百年樹人	（寫於一九八九年六月十日美國紐約東初禪寺）	#NAME?	作品陳述所載日期	1,528	03-03-026.txt
第三輯 文集類	教育．文化．文學	佛研所一九九○年開學典禮開示	（刊於一九九○年十月十五日《法鼓》雜誌十期）	#NAME?	作品陳述所載日期	1,231	03-03-027.txt
第三輯 文集類	教育．文化．文學	師父的祝福	聖嚴　一九九○年十二月三日，紐約深夜	#NAME?	作品陳述所載日期	1,617	03-03-028.txt
第三輯 文集類	教育．文化．文學	新春的慰勉  ——為中華佛學研究所全體同學、護法寫	（一九八九年三月十五日）	#NAME?	作品陳述所載日期	1,995	03-03-029.txt
第三輯 文集類	教育．文化．文學	中華佛學研究所的腳步  ——《中華佛學學報》第四期序	（聖嚴序於一九九一年四月一日）	#NAME?	作品陳述所載日期	1,846	03-03-030.txt
第三輯 文集類	教育．文化．文學	中日佛教教育與學術交流的新旅程	（本文為一九九一年一月十二日中華佛學研究所及日本立正大學簽訂學術交流合作同意書典禮中的講詞，刊於一九九一年二月《法鼓》雜誌十四期）	#NAME?	作品陳述所載日期	2,774	03-03-031.txt
第三輯 文集類	教育．文化．文學	浩瀚淵博  ——聖嚴法師談中國佛學組的課程特色 梁果定、喜法子	（刊於一九九二年十月《人生》一一○期）	#NAME?	作品陳述所載日期	2,132	03-03-032.txt
第三輯 文集類	教育．文化．文學	集眾智．建千秋業  ——對中華佛學研究所師生的勉勵	（講於一九九二年十月七日法鼓山，刊於《法鼓》雜誌三十五期）	#NAME?	作品陳述所載日期	1,219	03-03-033.txt
第三輯 文集類	教育．文化．文學	世界佛教結合體的樞紐	（刊於一九九三年五月《人生》一一七期）	#NAME?	作品陳述所載日期	1,535	03-03-034.txt
第三輯 文集類	教育．文化．文學	致農禪寺諸弟子	聖嚴　一九八六年十二月十六日，紐約東初禪寺	#NAME?	作品陳述所載日期	2,854	03-03-035.txt
第三輯 文集類	教育．文化．文學	學術的佛教  ——《華岡佛學學報》第四期序	（刊於一九八○年十月十日《華岡佛學學報》第四期）	#NAME?	作品陳述所載日期	3,041	03-03-036.txt
第三輯 文集類	教育．文化．文學	教育的佛教  ——《華岡佛學學報》第五期序	（刊於一九八一年十二月三十一日《華岡佛學學報》第五期）	#NAME?	作品陳述所載日期	3,038	03-03-037.txt
第三輯 文集類	教育．文化．文學	《中華佛學研究》發刊詞	（刊於一九九七年三月《中華佛學研究》第一期）	#NAME?	作品陳述所載日期	1,047	03-03-038.txt
第三輯 文集類	教育．文化．文學	勉《人生》改版發刊詞	（一九九二年四月十日深夜寫於美國紐約東初禪寺，刊於一九九二年五月《人生》一○五期）	#NAME?	作品陳述所載日期	1,176	03-03-039.txt
第三輯 文集類	教育．文化．文學	擊法鼓吹法螺  ——談東初出版社 《人生》月刊編輯部	（刊於一九九四年九月《人生》一二一期）	#NAME?	作品陳述所載日期	2,779	03-03-040.txt
第三輯 文集類	教育．文化．文學	創新佛教傳播事業	（一九九五年六月二日寫於美國紐約，刊於一九九五年七月《人生》一四三期）	#NAME?	作品陳述所載日期	1,721	03-03-041.txt
第三輯 文集類	教育．文化．文學	我們應該給下一代什麼樣的圖書	（講於一九九五年七月二十七日臺北安和分院「青少年出版品座談會」，刊於一九九五年十月《人生》一四六期）	#NAME?	作品陳述所載日期	2,369	03-03-042.txt
第三輯 文集類	教育．文化．文學	知識分子與宗教關懷	（一九九九年一月九日講於臺北市誠品書店敦南店，由行政院文建會、《聯合報》副刊、立緒文化公司主辦，中國廣播公司、誠品書店協辦「知識分子社會參與」系列演講，第九場；其他場次則由陳映真、蔣勳、余英時、傅佩榮、李亦園、沈君山、何懷碩、楊國樞、南方朔、高希均、蕭新煌，都是當今臺灣學術文化界的知名之士。收錄於立緒文化《知識份子：台灣知識精英極具深度的12篇精彩演講》）	#NAME?	作品陳述所載日期	7,053	03-03-043.txt
第三輯 文集類	教育．文化．文學	文學與佛教文學	（刊於一九五八年四月一日《佛教青年》四卷五、六期合刊）	#NAME?	作品陳述所載日期	8,869	03-03-044.txt
第三輯 文集類	教育．文化．文學	再談文學與佛教文學	（刊於一九五八年六月一日，《佛教青年》四卷七期）	#NAME?	作品陳述所載日期	4,023	03-03-045.txt
第三輯 文集類	教育．文化．文學	我和我對文學的態度  ——三談文學與佛教文學	（刊於一九五八年九月《人生》十卷九期）	#NAME?	作品陳述所載日期	11,670	03-03-046.txt
第三輯 文集類	教育．文化．文學	我編《人生》	（刊於一九六一年九月《人生》十三卷九期）	#NAME?	作品陳述所載日期	2,722	03-03-047.txt
第三輯 文集類	教育．文化．文學	母親	（一九五六年二月於軍中，刊於《文壇》四卷三期）	#NAME?	作品陳述所載日期	4,052	03-03-048.txt
第三輯 文集類	教育．文化．文學	父親	（一九五六年六月於軍中，刊於《文壇》四卷七期）	#NAME?	作品陳述所載日期	5,021	03-03-049.txt
第三輯 文集類	教育．文化．文學	獲中山文藝獎感言	（寫於一九九三年十一月七日凌晨，刊於一九九三年十二月《人生》一二四期）	#NAME?	作品陳述所載日期	556	03-03-050.txt
第三輯 文集類	留日見聞	初到東京所見的日本佛教	（一九六九年六月一日《佛教文化》季刊十二號）	#NAME?	作品陳述所載日期	5,306	03-04-001.txt
第三輯 文集類	留日見聞	留學日本一週年	（佛曆二五一四年二月十五日寫於東京立正大學，刊於《菩提樹》月刊二○八、二○九期）	#NAME?	作品陳述所載日期	20,251	03-04-002.txt
第三輯 文集類	留日見聞	我的留學生活	（一九七二年七月二十三日寫於日本東京，刊於《菩提樹》月刊二三七期）	#NAME?	作品陳述所載日期	11,540	03-04-003.txt
第三輯 文集類	留日見聞	留日的見聞和觀感		1999.12	年譜附錄聖嚴法師重要著述所載出書日	7,489	03-04-004.txt
第三輯 文集類	留日見聞	留學僧．文學博士．佛教教育	（一九七五年三月二十一日寫於日本東京，刊於《菩提樹》月刊二七○期）	#NAME?	作品陳述所載日期	7,954	03-04-005.txt
第三輯 文集類	留日見聞	比丘身分的海外學人	（一九七五年十月二十五日寫於日本東京，刊於《菩提樹》月刊二七六、二七七期）	#NAME?	作品陳述所載日期	19,177	03-04-006.txt
第三輯 文集類	留日見聞	一位出家人的表白	（一九七五年九月十一日寫於日本東京燈下，刊於《海外學人》四十三期）	#NAME?	作品陳述所載日期	3,100	03-04-007.txt
第三輯 文集類	留日見聞	從東洋到西洋	（一九七六年九月二日寫於美國紐約，刊於《菩提樹》月刊二八七期）	#NAME?	作品陳述所載日期	13,094	03-04-008.txt
第三輯 文集類	留日見聞	學術化的日本佛教	（一九六九年十一月寫於日本東京都立正大學佛教學研究室，刊於一九六九年十二月一日《香港佛教》一一五號）	#NAME?	作品陳述所載日期	18,497	03-04-009.txt
第三輯 文集類	留日見聞	溫和活躍的日本在家佛教——立正佼成會	（《菩提樹》月刊二二九、二三○期）	1971.12	作品陳述-年譜所載文章出刊日	15,814	03-04-010.txt
第三輯 文集類	留日見聞	日本佛教的歷史方向	（一九七○年四月九日《大眾佛教》一一○期）	#NAME?	作品陳述所載日期	2,720	03-04-011.txt
第三輯 文集類	留日見聞	住在日本所知的國際佛教	（一九七一年一月十一、十二日《大眾佛教》一八九、一九○期）	#NAME?	作品陳述所載日期	5,568	03-04-012.txt
第三輯 文集類	留日見聞	日本的寺院和僧侶	（《菩提樹》月刊二二六、二二七期）	1971.08	作品陳述-年譜所載文章出刊日	12,436	03-04-013.txt
第三輯 文集類	留日見聞	東京的佛教大學	（一九六九年九、十月《香港佛教》一一二、一一三號）	#NAME?	作品陳述所載日期	16,020	03-04-014.txt
第三輯 文集類	留日見聞	日本的印度學佛教學會	（《天聲》雜誌一卷三期）	1971.06	作品陳述-年譜所載《天聲》出刊日	4,468	03-04-015.txt
第三輯 文集類	留日見聞	日本佛教之不同於中國佛教的諸問題	（一九七八年七月一日《東方雜誌》復刊十二卷一期）	#NAME?	作品陳述所載日期	11,528	03-04-016.txt
第三輯 文集類	留日見聞	道教學會與道教學	（一九七一年十二月二十五日脫稿於日本東京立正大學佛教學研究室，刊於一九七二年五月《天聲》雜誌一卷六期）	#NAME?	作品陳述所載日期	16,982	03-04-017.txt
第三輯 文集類	留日見聞	日本的神祕宗教	（一九七二年四月二十五日於日本東京，刊於《菩提樹》月刊二三六期）	#NAME?	作品陳述所載日期	7,390	03-04-018.txt
第三輯 文集類	留日見聞	日本宗教的過去和現在	（《菩提樹》月刊二二○―二二五期）	1971.03	作品陳述-年譜所載文章出刊日	31,521	03-04-019.txt
第三輯 文集類	書序	序真華法師著《參學瑣談》	（一九六五年九月五日於瓔珞關房）	#NAME?	作品陳述所載日期	904	03-05-001.txt
第三輯 文集類	書序	序劉國香居士《語體文大佛頂首楞嚴經》	（一九八一年農曆除夕於北投中華佛教文化館）	#NAME?	作品陳述所載日期	1,840	03-05-002.txt
第三輯 文集類	書序	序唐湘清居士《佛法心要》	（一九八二年四月一日於臺北北投中華佛教文化館）	#NAME?	作品陳述所載日期	648	03-05-003.txt
第三輯 文集類	書序	序蔡念生長者《二十五種藏經目錄對照考釋》	（一九八二年十一月十二日）	#NAME?	作品陳述所載日期	2,471	03-05-004.txt
第三輯 文集類	書序	序劉國香居士《語體文大方廣圓覺經》	（一九八三年四月一日於北投農禪寺佛七中）	#NAME?	作品陳述所載日期	1,548	03-05-005.txt
第三輯 文集類	書序	序王文顏博士《佛典漢譯之研究》	（一九八三年九月十日寫於臺北北投農禪寺）	#NAME?	作品陳述所載日期	1,679	03-05-006.txt
第三輯 文集類	書序	序成一法師《慧日集新編》	（一九八四年三月二十六日序於臺北北投農禪寺）	#NAME?	作品陳述所載日期	828	03-05-007.txt
第三輯 文集類	書序	序開證法師《慈恩集》	（一九八四年十一月十八日聖嚴序於美國紐約東初禪寺）	#NAME?	作品陳述所載日期	1,085	03-05-008.txt
第三輯 文集類	書序	序惠敏仁者《中觀與瑜伽》	（一九八六年三月十八日聖嚴序於北投）	#NAME?	作品陳述所載日期	665	03-05-009.txt
第三輯 文集類	書序	序鄧克銘仁者《大慧宗杲之禪法》	（一九八六年雙十節序於臺北北投中華佛學研究所）	1986.10	作品陳述所載日期	912	03-05-010.txt
第三輯 文集類	書序	序果祥仁者《紫柏大師研究》	（一九八六年十月二十八日序於美國紐約東初禪寺）	#NAME?	作品陳述所載日期	1,604	03-05-011.txt
第三輯 文集類	書序	序宏印法師《怎樣讀妙雲集》	（一九八七年十月七日序於臺北北投中華佛學研究所）	#NAME?	作品陳述所載日期	805	03-05-012.txt
第三輯 文集類	書序	序《東初老人全集》	（一九八七年十二月一日慧空聖嚴序於紐約東初禪寺）	#NAME?	作品陳述所載日期	1,867	03-05-013.txt
第三輯 文集類	書序	序聖印法師《無量壽經講話》	（一九八八年元月二日聖嚴寫於美國紐約）	#NAME?	作品陳述所載日期	2,032	03-05-014.txt
第三輯 文集類	書序	序惠敏仁者等著《中華佛學研究所論叢（一）》	（一九八八年十二月二日聖嚴寫於美國紐約）	#NAME?	作品陳述所載日期	1,045	03-05-015.txt
第三輯 文集類	書序	序昭慧仁者《如是我思》	（一九八九年六月二十二日序於美國紐約東初禪寺）	#NAME?	作品陳述所載日期	826	03-05-016.txt
